#chromosome	arm	band	iscn_start	iscn_stop	bp_start	bp_stop	stain	density	bases
16	p	11.1c	1856	1919	34400000	35666667	acen		1266668
16	p	11.1b	1920	1982	35666668	36933333	acen		1266666
16	p	11.1a	1983	2045	36933334	38200000	acen		1266667
16	cen		2045	2045	38200000	38200000			1
16	p	10	2045	2045	38200000	38200000			1
16	q		2045	5120	38200000	88827254			50627255
16	q	1	2045	3346	38200000	56700000			18500001
16	q	10	2045	2045	38200000	38200000			1
16	q	11	2045	2709	38200000	45500000			7300001
16	q	11.1	2045	2194	38200000	40700000	acen		2500001
16	q	11.1a	2045	2095	38200000	39033333	acen		833334
16	q	11.1b	2096	2144	39033334	39866667	acen		833334
16	q	11.1c	2145	2194	39866668	40700000	acen		833333
16	q	11.2	2194	2709	40700000	45500000	gvar		4800001
16	q	11.2a	2194	2251	40700000	41233333	gvar		533334
16	q	11.2b	2252	2308	41233334	41766667	gvar		533334
16	q	11.2c	2309	2366	41766668	42300000	gvar		533333
16	q	11.2d	2367	2423	42300001	42833333	gvar		533333
16	q	11.2e	2424	2480	42833334	43366667	gvar		533334
16	q	11.2f	2481	2537	43366668	43900000	gvar		533333
16	q	11.2g	2538	2595	43900001	44433333	gvar		533333
16	q	11.2h	2596	2652	44433334	44966667	gvar		533334
16	q	11.2i	2653	2709	44966668	45500000	gvar		533333
16	q	12	2709	3142	45500000	54500000			9000001
16	q	12.1	2709	2953	45500000	51200000	gneg		5700001
16	q	12.1a	2709	2770	45500000	46925000	gneg		1425001
16	q	12.1b	2771	2831	46925001	48350000	gneg		1425000
16	q	12.1c	2832	2892	48350001	49775000	gneg		1425000
16	q	12.1d	2893	2953	49775001	51200000	gneg		1425000
16	q	12.2	2953	3142	51200000	54500000	gpos		3300001
16	q	12.2a	2953	3016	51200000	52300000	gpos		1100001
16	q	12.2b	3017	3079	52300001	53400000	gpos		1100000
16	q	12.2c	3080	3142	53400001	54500000	gpos		1100000
16	q	13	3142	3346	54500000	56700000	gneg		2200001
16	q	13a	3142	3193	54500000	55050000	gneg		550001
16	q	13b	3194	3244	55050001	55600000	gneg		550000
16	q	13c	3245	3295	55600001	56150000	gneg		550000
16	q	13d	3296	3346	56150001	56700000	gneg		550000
16	q	2	3346	5120	56700000	88827254			32127255
16	q	21	3346	3657	56700000	65200000	gpos		8500001
16	q	21a	3346	3408	56700000	58400000	gpos		1700001
16	q	21b	3409	3470	58400001	60100000	gpos		1700000
16	q	21c	3471	3533	60100001	61800000	gpos		1700000
16	q	21d	3534	3595	61800001	63500000	gpos		1700000
16	q	21e	3596	3657	63500001	65200000	gpos		1700000
16	q	22	3657	4294	65200000	73300000			8100001
16	q	22.1	3657	4023	65200000	69400000	gneg		4200001
16	q	22.1a	3657	3718	65200000	65900000	gneg		700001
16	q	22.1b	3719	3779	65900001	66600000	gneg		700000
16	q	22.1c	3780	3840	66600001	67300000	gneg		700000
16	q	22.1d	3841	3901	67300001	68000000	gneg		700000
16	q	22.1e	3902	3962	68000001	68700000	gneg		700000
16	q	22.1f	3963	4023	68700001	69400000	gneg		700000
16	q	22.2	4023	4118	69400000	69800000	gpos		400001
16	q	22.2a	4023	4071	69400000	69600000	gpos		200001
16	q	22.2b	4072	4118	69600001	69800000	gpos		200000
16	q	22.3	4118	4294	69800000	73300000	gneg		3500001
16	q	22.3a	4118	4177	69800000	70966667	gneg		1166668
16	q	22.3b	4178	4235	70966668	72133333	gneg		1166666
16	q	22.3c	4236	4294	72133334	73300000	gneg		1166667
16	q	23	4294	4768	73300000	82700000			9400001
16	q	23.1	4294	4551	73300000	78200000	gpos		4900001
16	q	23.1a	4294	4345	73300000	74280000	gpos		980001
16	q	23.1b	4346	4397	74280001	75260000	gpos		980000
16	q	23.1c	4398	4448	75260001	76240000	gpos		980000
16	q	23.1d	4449	4500	76240001	77220000	gpos		980000
16	q	23.1e	4501	4551	77220001	78200000	gpos		980000
16	q	23.2	4551	4659	78200000	80500000	gneg		2300001
16	q	23.2a	4551	4605	78200000	79350000	gneg		1150001
16	q	23.2b	4606	4659	79350001	80500000	gneg		1150000
16	q	23.3	4659	4768	80500000	82700000	gpos		2200001
16	q	23.3a	4659	4714	80500000	81600000	gpos		1100001
16	q	23.3b	4715	4768	81600001	82700000	gpos		1100000
16	q	24	4768	5120	82700000	88827254			6127255
16	q	24.1	4768	4930	82700000	85600000	gneg		2900001
16	q	24.1a	4768	4822	82700000	83666667	gneg		966668
16	q	24.1b	4823	4876	83666668	84633333	gneg		966666
16	q	24.1c	4877	4930	84633334	85600000	gneg		966667
16	q	24.2	4930	5025	85600000	87200000	gpos		1600001
16	q	24.2a	4930	4978	85600000	86400000	gpos		800001
16	q	24.2b	4979	5025	86400001	87200000	gpos		800000
16	q	24.3	5025	5120	87200000	88827254	gneg		1627255
16	q	24.3a	5025	5073	87200000	88013627	gneg		813628
16	q	24.3b	5074	5120	88013628	88827254	gneg		813627
16	q	ter	5120	5121	88827255	88827255			1
17	p	ter	0	1	0	0			1
17	p		0	1664	1	22200000			22200000
17	p	1	0	1664	1	22200000			22200000
17	p	13	0	784	1	11200000			11200000
17	p	13.3	0	385	1	3600000	gneg		3600000
17	p	13.3g	0	55	1	514287	gneg		514287
17	p	13.3f	56	110	514288	1028572	gneg		514285
17	p	13.3e	111	165	1028573	1542858	gneg		514286
17	p	13.3d	166	220	1542859	2057143	gneg		514285
17	p	13.3c	221	275	2057144	2571429	gneg		514286
17	p	13.3b	276	330	2571430	3085714	gneg		514285
17	p	13.3a	331	385	3085715	3600000	gneg		514286
17	p	13.2	385	550	3600000	6800000	gpos		3200001
17	p	13.2c	385	440	3600000	4666667	gpos		1066668
17	p	13.2b	441	495	4666668	5733333	gpos		1066666
17	p	13.2a	496	550	5733334	6800000	gpos		1066667
17	p	13.1	550	784	6800000	11200000	gneg		4400001
17	p	13.1d	550	609	6800000	7900000	gneg		1100001
17	p	13.1c	610	667	7900001	9000000	gneg		1100000
17	p	13.1b	668	726	9000001	10100000	gneg		1100000
17	p	13.1a	727	784	10100001	11200000	gneg		1100000
17	p	12	784	990	11200000	15900000	gpos		4700001
17	p	12d	784	836	11200000	12375000	gpos		1175001
17	p	12c	837	887	12375001	13550000	gpos		1175000
17	p	12b	888	939	13550001	14725000	gpos		1175000
17	p	12a	940	990	14725001	15900000	gpos		1175000
17	p	11	990	1664	15900000	22200000			6300001
17	p	11.2	990	1499	15900000	22100000	gneg		6200001
17	p	11.2i	990	1047	15900000	16588889	gneg		688890
17	p	11.2h	1048	1103	16588890	17277778	gneg		688889
17	p	11.2g	1104	1160	17277779	17966667	gneg		688889
17	p	11.2f	1161	1216	17966668	18655556	gneg		688889
17	p	11.2e	1217	1273	18655557	19344444	gneg		688888
17	p	11.2d	1274	1329	19344445	20033333	gneg		688889
17	p	11.2c	1330	1386	20033334	20722222	gneg		688889
17	p	11.2b	1387	1442	20722223	21411111	gneg		688889
17	p	11.2a	1443	1499	21411112	22100000	gneg		688889
17	p	11.1	1499	1664	22100000	22200000	acen		100001
17	p	11.1c	1499	1554	22100000	22133333	acen		33334
17	p	11.1b	1555	1609	22133334	22166667	acen		33334
17	p	11.1a	1610	1664	22166668	22200000	acen		33333
17	cen		1664	1664	22200000	22200000			1
17	p	10	1664	1664	22200000	22200000			1
17	q		1664	4950	22200000	78774742			56574743
17	q	1	1664	2255	22200000	35400000			13200001
17	q	10	1664	1664	22200000	22200000			1
17	q	11	1664	2104	22200000	28800000			6600001
17	q	11.1	1664	1815	22200000	23200000	acen		1000001
17	q	11.1a	1664	1714	22200000	22533333	acen		333334
17	q	11.1b	1715	1765	22533334	22866667	acen		333334
17	q	11.1c	1766	1815	22866668	23200000	acen		333333
17	q	11.2	1815	2104	23200000	28800000	gneg		5600001
17	q	11.2a	1815	1873	23200000	24320000	gneg		1120001
17	q	11.2b	1874	1931	24320001	25440000	gneg		1120000
17	q	11.2c	1932	1988	25440001	26560000	gneg		1120000
17	q	11.2d	1989	2046	26560001	27680000	gneg		1120000
17	q	11.2e	2047	2104	27680001	28800000	gneg		1120000
17	q	12	2104	2255	28800000	35400000	gpos		6600001
17	q	12a	2104	2154	28800000	31000000	gpos		2200001
17	q	12b	2155	2205	31000001	33200000	gpos		2200000
17	q	12c	2206	2255	33200001	35400000	gpos		2200000
17	q	2	2255	4950	35400000	78774742			43374743
17	q	21	2255	3176	35400000	47600000			12200001
17	q	21.1	2255	2461	35400000	35600000	gneg		200001
17	q	21.1a	2255	2307	35400000	35450000	gneg		50001
17	q	21.1b	2308	2358	35450001	35500000	gneg		50000
17	q	21.1c	2359	2410	35500001	35550000	gneg		50000
17	q	21.1d	2411	2461	35550001	35600000	gneg		50000
17	q	21.2	2461	2599	35600000	37800000	gpos		2200001
17	q	21.2a	2461	2530	35600000	36700000	gpos		1100001
17	q	21.2b	2531	2599	36700001	37800000	gpos		1100000
17	q	21.3	2599	3176	37800000	47600000			9800001
17	q	21.31	2599	2874	37800000	41900000	gneg		4100001
17	q	21.31a	2599	2654	37800000	38620000	gneg		820001
17	q	21.31b	2655	2709	38620001	39440000	gneg		820000
17	q	21.31c	2710	2764	39440001	40260000	gneg		820000
17	q	21.31d	2765	2819	40260001	41080000	gneg		820000
17	q	21.31e	2820	2874	41080001	41900000	gneg		820000
17	q	21.32	2874	3025	41900000	44800000	gpos		2900001
17	q	21.32a	2874	2924	41900000	42866667	gpos		966668
17	q	21.32b	2925	2975	42866668	43833333	gpos		966666
17	q	21.32c	2976	3025	43833334	44800000	gpos		966667
17	q	21.33	3025	3176	44800000	47600000	gneg		2800001
17	q	21.33a	3025	3075	44800000	45733333	gneg		933334
17	q	21.33b	3076	3126	45733334	46666667	gneg		933334
17	q	21.33c	3127	3176	46666668	47600000	gneg		933333
17	q	22	3176	3383	47600000	54900000	gpos		7300001
17	q	22a	3176	3228	47600000	49425000	gpos		1825001
17	q	22b	3229	3280	49425001	51250000	gpos		1825000
17	q	22c	3281	3331	51250001	53075000	gpos		1825000
17	q	22d	3332	3383	53075001	54900000	gpos		1825000
17	q	23	3383	3781	54900000	59900000			5000001
17	q	23.1	3383	3451	54900000	55600000	gneg		700001
17	q	23.1a	3383	3451	54900000	55600000	gneg		700001
17	q	23.2	3451	3658	55600000	58400000	gpos		2800001
17	q	23.2a	3451	3503	55600000	56300000	gpos		700001
17	q	23.2b	3504	3555	56300001	57000000	gpos		700000
17	q	23.2c	3556	3606	57000001	57700000	gpos		700000
17	q	23.2d	3607	3658	57700001	58400000	gpos		700000
17	q	23.3	3658	3781	58400000	59900000	gneg		1500001
17	q	23.3a	3658	3720	58400000	59150000	gneg		750001
17	q	23.3b	3721	3781	59150001	59900000	gneg		750000
17	q	24	3781	4166	59900000	68400000			8500001
17	q	24.1	3781	3850	59900000	61600000	gpos		1700001
17	q	24.1a	3781	3850	59900000	61600000	gpos		1700001
17	q	24.2	3850	4001	61600000	64600000	gneg		3000001
17	q	24.2a	3850	3900	61600000	62600000	gneg		1000001
17	q	24.2b	3901	3951	62600001	63600000	gneg		1000000
17	q	24.2c	3952	4001	63600001	64600000	gneg		1000000
17	q	24.3	4001	4166	64600000	68400000	gpos		3800001
17	q	24.3a	4001	4056	64600000	65866667	gpos		1266668
17	q	24.3b	4057	4111	65866668	67133333	gpos		1266666
17	q	24.3c	4112	4166	67133334	68400000	gpos		1266667
17	q	25	4166	4950	68400000	78774742			10374743
17	q	25.1	4166	4400	68400000	72200000	gneg		3800001
17	q	25.1a	4166	4225	68400000	69350000	gneg		950001
17	q	25.1b	4226	4283	69350001	70300000	gneg		950000
17	q	25.1c	4284	4342	70300001	71250000	gneg		950000
17	q	25.1d	4343	4400	71250001	72200000	gneg		950000
17	q	25.2	4400	4510	72200000	72900000	gpos		700001
17	q	25.2a	4400	4455	72200000	72550000	gpos		350001
17	q	25.2b	4456	4510	72550001	72900000	gpos		350000
17	q	25.3	4510	4950	72900000	78774742	gneg		5874743
17	q	25.3a	4510	4565	72900000	73634343	gneg		734344
17	q	25.3b	4566	4620	73634344	74368686	gneg		734343
17	q	25.3c	4621	4675	74368687	75103028	gneg		734342
17	q	25.3d	4676	4730	75103029	75837371	gneg		734343
17	q	25.3e	4731	4785	75837372	76571714	gneg		734343
17	q	25.3f	4786	4840	76571715	77306057	gneg		734343
17	q	25.3g	4841	4895	77306058	78040399	gneg		734342
17	q	25.3h	4896	4950	78040400	78774742	gneg		734343
17	q	ter	4950	4951	78774743	78774743			1
18	p	ter	0	1	0	0			1
18	p		0	1290	1	16100000			16100000
18	p	1	0	1290	1	16100000			16100000
18	p	11	0	1290	1	16100000			16100000
18	p	11.3	0	430	1	7200000			7200000
18	p	11.32	0	159	1	2900000	gneg		2900000
18	p	11.32c	0	53	1	966667	gneg		966667
18	p	11.32b	54	106	966668	1933334	gneg		966667
18	p	11.32a	107	159	1933335	2900000	gneg		966666
18	p	11.31	159	430	2900000	7200000	gpos		4300001
18	p	11.31e	159	213	2900000	3760000	gpos		860001
18	p	11.31d	214	267	3760001	4620000	gpos		860000
18	p	11.31c	268	322	4620001	5480000	gpos		860000
18	p	11.31b	323	376	5480001	6340000	gpos		860000
18	p	11.31a	377	430	6340001	7200000	gpos		860000
18	p	11.2	430	1035	7200000	15400000			8200001
18	p	11.23	430	526	7200000	8500000	gneg		1300001
18	p	11.23b	430	478	7200000	7850000	gneg		650001
18	p	11.23a	479	526	7850001	8500000	gneg		650000
18	p	11.22	526	685	8500000	10900000	gpos		2400001
18	p	11.22c	526	579	8500000	9300000	gpos		800001
18	p	11.22b	580	632	9300001	10100000	gpos		800000
18	p	11.22a	633	685	10100001	10900000	gpos		800000
18	p	11.21	685	1035	10900000	15400000	gneg		4500001
18	p	11.21f	685	743	10900000	11650000	gneg		750001
18	p	11.21e	744	802	11650001	12400000	gneg		750000
18	p	11.21d	803	860	12400001	13150000	gneg		750000
18	p	11.21c	861	918	13150001	13900000	gneg		750000
18	p	11.21b	919	977	13900001	14650000	gneg		750000
18	p	11.21a	978	1035	14650001	15400000	gneg		750000
18	p	11.1	1035	1290	15400000	16100000	acen		700001
18	p	11.1d	1035	1099	15400000	15575000	acen		175001
18	p	11.1c	1100	1163	15575001	15750000	acen		175000
18	p	11.1b	1164	1226	15750001	15925000	acen		175000
18	p	11.1a	1227	1290	15925001	16100000	acen		175000
18	cen		1290	1290	16100000	16100000			1
18	p	10	1290	1290	16100000	16100000			1
18	q		1290	4650	16100000	76117153			60017154
18	q	1	1290	2755	16100000	41800000			25700001
18	q	10	1290	1290	16100000	16100000			1
18	q	11	1290	1847	16100000	23300000			7200001
18	q	11.1	1290	1561	16100000	17300000	acen		1200001
18	q	11.1a	1290	1344	16100000	16340000	acen		240001
18	q	11.1b	1345	1398	16340001	16580000	acen		240000
18	q	11.1c	1399	1453	16580001	16820000	acen		240000
18	q	11.1d	1454	1507	16820001	17060000	acen		240000
18	q	11.1e	1508	1561	17060001	17300000	acen		240000
18	q	11.2	1561	1847	17300000	23300000	gneg		6000001
18	q	11.2a	1561	1618	17300000	18500000	gneg		1200001
18	q	11.2b	1619	1675	18500001	19700000	gneg		1200000
18	q	11.2c	1676	1733	19700001	20900000	gneg		1200000
18	q	11.2d	1734	1790	20900001	22100000	gneg		1200000
18	q	11.2e	1791	1847	22100001	23300000	gneg		1200000
18	q	12	1847	2755	23300000	41800000			18500001
18	q	12.1	1847	2229	23300000	31000000	gpos		7700001
18	q	12.1a	1847	1902	23300000	24400000	gpos		1100001
18	q	12.1b	1903	1956	24400001	25500000	gpos		1100000
18	q	12.1c	1957	2011	25500001	26600000	gpos		1100000
18	q	12.1d	2012	2065	26600001	27700000	gpos		1100000
18	q	12.1e	2066	2120	27700001	28800000	gpos		1100000
18	q	12.1f	2121	2174	28800001	29900000	gpos		1100000
18	q	12.1g	2175	2229	29900001	31000000	gpos		1100000
18	q	12.2	2229	2436	31000000	35500000	gneg		4500001
18	q	12.2a	2229	2281	31000000	32125000	gneg		1125001
18	q	12.2b	2282	2333	32125001	33250000	gneg		1125000
18	q	12.2c	2334	2384	33250001	34375000	gneg		1125000
18	q	12.2d	2385	2436	34375001	35500000	gneg		1125000
18	q	12.3	2436	2755	35500000	41800000	gpos		6300001
18	q	12.3a	2436	2489	35500000	36550000	gpos		1050001
18	q	12.3b	2490	2542	36550001	37600000	gpos		1050000
18	q	12.3c	2543	2595	37600001	38650000	gpos		1050000
18	q	12.3d	2596	2649	38650001	39700000	gpos		1050000
18	q	12.3e	2650	2702	39700001	40750000	gpos		1050000
18	q	12.3f	2703	2755	40750001	41800000	gpos		1050000
18	q	2	2755	4650	41800000	76117153			34317154
18	q	21	2755	3758	41800000	59800000			18000001
18	q	21.1	2755	3153	41800000	46400000	gneg		4600001
18	q	21.1a	2755	2812	41800000	42457143	gneg		657144
18	q	21.1b	2813	2869	42457144	43114286	gneg		657143
18	q	21.1c	2870	2926	43114287	43771429	gneg		657143
18	q	21.1d	2927	2982	43771430	44428571	gneg		657142
18	q	21.1e	2983	3039	44428572	45085714	gneg		657143
18	q	21.1f	3040	3096	45085715	45742857	gneg		657143
18	q	21.1g	3097	3153	45742858	46400000	gneg		657143
18	q	21.2	3153	3392	46400000	52000000	gpos		5600001
18	q	21.2a	3153	3213	46400000	47800000	gpos		1400001
18	q	21.2b	3214	3273	47800001	49200000	gpos		1400000
18	q	21.2c	3274	3332	49200001	50600000	gpos		1400000
18	q	21.2d	3333	3392	50600001	52000000	gpos		1400000
18	q	21.3	3392	3758	52000000	59800000			7800001
18	q	21.31	3392	3519	52000000	54400000	gneg		2400001
18	q	21.31a	3392	3456	52000000	53200000	gneg		1200001
18	q	21.31b	3457	3519	53200001	54400000	gneg		1200000
18	q	21.32	3519	3663	54400000	57100000	gpos		2700001
18	q	21.32a	3519	3567	54400000	55300000	gpos		900001
18	q	21.32b	3568	3615	55300001	56200000	gpos		900000
18	q	21.32c	3616	3663	56200001	57100000	gpos		900000
18	q	21.33	3663	3758	57100000	59800000	gneg		2700001
18	q	21.33a	3663	3711	57100000	58450000	gneg		1350001
18	q	21.33b	3712	3758	58450001	59800000	gneg		1350000
18	q	22	3758	4411	59800000	71300000			11500001
18	q	22.1	3758	4077	59800000	64900000	gpos		5100001
18	q	22.1a	3758	3811	59800000	60650000	gpos		850001
18	q	22.1b	3812	3864	60650001	61500000	gpos		850000
18	q	22.1c	3865	3917	61500001	62350000	gpos		850000
18	q	22.1d	3918	3971	62350001	63200000	gpos		850000
18	q	22.1e	3972	4024	63200001	64050000	gpos		850000
18	q	22.1f	4025	4077	64050001	64900000	gpos		850000
18	q	22.2	4077	4204	64900000	66900000	gneg		2000001
18	q	22.2a	4077	4141	64900000	65900000	gneg		1000001
18	q	22.2b	4142	4204	65900001	66900000	gneg		1000000
18	q	22.3	4204	4411	66900000	71300000	gpos		4400001
18	q	22.3a	4204	4256	66900000	68000000	gpos		1100001
18	q	22.3b	4257	4308	68000001	69100000	gpos		1100000
18	q	22.3c	4309	4359	69100001	70200000	gpos		1100000
18	q	22.3d	4360	4411	70200001	71300000	gpos		1100000
18	q	23	4411	4650	71300000	76117153	gneg		4817154
18	q	23a	4411	4471	71300000	72504288	gneg		1204289
18	q	23b	4472	4531	72504289	73708577	gneg		1204289
18	q	23c	4532	4590	73708578	74912865	gneg		1204288
18	q	23d	4591	4650	74912866	76117153	gneg		1204288
18	q	ter	4650	4651	76117154	76117154			1
19	p	ter	0	1	0	0			1
19	p		0	1992	1	28500000			28500000
19	p	1	0	1992	1	28500000			28500000
19	p	13	0	1581	1	19800000			19800000
19	p	13.3	0	578	1	6900000	gneg		6900000
19	p	13.3j	0	58	1	690001	gneg		690001
19	p	13.3i	59	116	690002	1380001	gneg		690000
19	p	13.3h	117	173	1380002	2070001	gneg		690000
19	p	13.3g	174	231	2070002	2760001	gneg		690000
19	p	13.3f	232	289	2760002	3450001	gneg		690000
19	p	13.3e	290	347	3450002	4140000	gneg		689999
19	p	13.3d	348	405	4140001	4830000	gneg		690000
19	p	13.3c	406	462	4830001	5520000	gneg		690000
19	p	13.3b	463	520	5520001	6210000	gneg		690000
19	p	13.3a	521	578	6210001	6900000	gneg		690000
19	p	13.2	578	870	6900000	12600000	gpos		5700001
19	p	13.2e	578	636	6900000	8040000	gpos		1140001
19	p	13.2d	637	695	8040001	9180000	gpos		1140000
19	p	13.2c	696	753	9180001	10320000	gpos		1140000
19	p	13.2b	754	812	10320001	11460000	gpos		1140000
19	p	13.2a	813	870	11460001	12600000	gpos		1140000
19	p	13.1	870	1581	12600000	19800000			7200001
19	p	13.13	870	1034	12600000	13800000	gneg		1200001
19	p	13.13c	870	925	12600000	13000000	gneg		400001
19	p	13.13b	926	979	13000001	13400000	gneg		400000
19	p	13.13a	980	1034	13400001	13800000	gneg		400000
19	p	13.12	1034	1216	13800000	16100000	gpos		2300001
19	p	13.12c	1034	1095	13800000	14566667	gpos		766668
19	p	13.12b	1096	1155	14566668	15333333	gpos		766666
19	p	13.12a	1156	1216	15333334	16100000	gpos		766667
19	p	13.11	1216	1581	16100000	19800000	gneg		3700001
19	p	13.11f	1216	1277	16100000	16716667	gneg		616668
19	p	13.11e	1278	1338	16716668	17333333	gneg		616666
19	p	13.11d	1339	1398	17333334	17950000	gneg		616667
19	p	13.11c	1399	1459	17950001	18566667	gneg		616667
19	p	13.11b	1460	1520	18566668	19183333	gneg		616666
19	p	13.11a	1521	1581	19183334	19800000	gneg		616667
19	p	12	1581	1809	19800000	26700000	gvar		6900001
19	p	12d	1581	1638	19800000	21525000	gvar		1725001
19	p	12c	1639	1695	21525001	23250000	gvar		1725000
19	p	12b	1696	1752	23250001	24975000	gvar		1725000
19	p	12a	1753	1809	24975001	26700000	gvar		1725000
19	p	11	1809	1992	26700000	28500000	acen		1800001
19	p	11c	1809	1870	26700000	27300000	acen		600001
19	p	11b	1871	1931	27300001	27900000	acen		600000
19	p	11a	1932	1992	27900001	28500000	acen		600000
19	cen		1992	1992	28500000	28500000			1
19	p	10	1992	1992	28500000	28500000			1
19	q		1992	4120	28500000	63811651			35311652
19	q	1	1992	4120	28500000	63811651			35311652
19	q	10	1992	1992	28500000	28500000			1
19	q	11	1992	2159	28500000	30200000	acen		1700001
19	q	11a	1992	2048	28500000	29066667	acen		566668
19	q	11b	2049	2103	29066668	29633333	acen		566666
19	q	11c	2104	2159	29633334	30200000	acen		566667
19	q	12	2159	2372	30200000	37100000	gvar		6900001
19	q	12a	2159	2212	30200000	31925000	gvar		1725001
19	q	12b	2213	2266	31925001	33650000	gvar		1725000
19	q	12c	2267	2319	33650001	35375000	gvar		1725000
19	q	12d	2320	2372	35375001	37100000	gvar		1725000
19	q	13	2372	4120	37100000	63811651			26711652
19	q	13.1	2372	2949	37100000	43400000			6300001
19	q	13.11	2372	2569	37100000	40300000	gpos		3200001
19	q	13.11a	2372	2438	37100000	38166667	gpos		1066668
19	q	13.11b	2439	2503	38166668	39233333	gpos		1066666
19	q	13.11c	2504	2569	39233334	40300000	gpos		1066667
19	q	13.12	2569	2737	40300000	43000000	gneg		2700001
19	q	13.12a	2569	2625	40300000	41200000	gneg		900001
19	q	13.12b	2626	2681	41200001	42100000	gneg		900000
19	q	13.12c	2682	2737	42100001	43000000	gneg		900000
19	q	13.13	2737	2949	43000000	43400000	gpos		400001
19	q	13.13a	2737	2790	43000000	43100000	gpos		100001
19	q	13.13b	2791	2843	43100001	43200000	gpos		100000
19	q	13.13c	2844	2896	43200001	43300000	gpos		100000
19	q	13.13d	2897	2949	43300001	43400000	gpos		100000
19	q	13.2	2949	3101	43400000	47800000	gneg		4400001
19	q	13.2a	2949	3000	43400000	44866667	gneg		1466668
19	q	13.2b	3001	3050	44866668	46333333	gneg		1466666
19	q	13.2c	3051	3101	46333334	47800000	gneg		1466667
19	q	13.3	3101	3649	47800000	57600000			9800001
19	q	13.31	3101	3193	47800000	50000000	gpos		2200001
19	q	13.31a	3101	3147	47800000	48900000	gpos		1100001
19	q	13.31b	3148	3193	48900001	50000000	gpos		1100000
19	q	13.32	3193	3390	50000000	53800000	gneg		3800001
19	q	13.32a	3193	3259	50000000	51266667	gneg		1266668
19	q	13.32b	3260	3324	51266668	52533333	gneg		1266666
19	q	13.32c	3325	3390	52533334	53800000	gneg		1266667
19	q	13.33	3390	3649	53800000	57600000	gpos		3800001
19	q	13.33a	3390	3442	53800000	54560000	gpos		760001
19	q	13.33b	3443	3494	54560001	55320000	gpos		760000
19	q	13.33c	3495	3545	55320001	56080000	gpos		760000
19	q	13.33d	3546	3597	56080001	56840000	gpos		760000
19	q	13.33e	3598	3649	56840001	57600000	gpos		760000
19	q	13.4	3649	4120	57600000	63811651			6211652
19	q	13.41	3649	3770	57600000	59100000	gneg		1500001
19	q	13.41a	3649	3710	57600000	58350000	gneg		750001
19	q	13.41b	3711	3770	58350001	59100000	gneg		750000
19	q	13.42	3770	3938	59100000	61400000	gpos		2300001
19	q	13.42a	3770	3826	59100000	59866667	gpos		766668
19	q	13.42b	3827	3882	59866668	60633333	gpos		766666
19	q	13.42c	3883	3938	60633334	61400000	gpos		766667
19	q	13.43	3938	4120	61400000	63811651	gneg		2411652
19	q	13.43a	3938	3999	61400000	62203884	gneg		803885
19	q	13.43b	4000	4059	62203885	63007767	gneg		803883
19	q	13.43c	4060	4120	63007768	63811651	gneg		803884
19	q	ter	4120	4121	63811652	63811652			1
20	p	ter	0	1	0	0			1
20	p		0	1608	1	27100000			27100000
20	p	1	0	1608	1	27100000			27100000
20	p	13	0	333	1	5000000	gneg		5000000
20	p	13f	0	56	1	833334	gneg		833334
20	p	13e	57	111	833335	1666667	gneg		833333
20	p	13d	112	167	1666668	2500001	gneg		833334
20	p	13c	168	222	2500002	3333334	gneg		833333
20	p	13b	223	278	3333335	4166667	gneg		833333
20	p	13a	279	333	4166668	5000000	gneg		833333
20	p	12	333	915	5000000	17800000			12800001
20	p	12.3	333	513	5000000	9000000	gpos		4000001
20	p	12.3c	333	393	5000000	6333333	gpos		1333334
20	p	12.3b	394	453	6333334	7666667	gpos		1333334
20	p	12.3a	454	513	7666668	9000000	gpos		1333333
20	p	12.2	513	624	9000000	11900000	gneg		2900001
20	p	12.2b	513	569	9000000	10450000	gneg		1450001
20	p	12.2a	570	624	10450001	11900000	gneg		1450000
20	p	12.1	624	915	11900000	17800000	gpos		5900001
20	p	12.1e	624	682	11900000	13080000	gpos		1180001
20	p	12.1d	683	740	13080001	14260000	gpos		1180000
20	p	12.1c	741	799	14260001	15440000	gpos		1180000
20	p	12.1b	800	857	15440001	16620000	gpos		1180000
20	p	12.1a	858	915	16620001	17800000	gpos		1180000
20	p	11	915	1608	17800000	27100000			9300001
20	p	11.2	915	1441	17800000	25700000			7900001
20	p	11.23	915	1164	17800000	21200000	gneg		3400001
20	p	11.23d	915	977	17800000	18650000	gneg		850001
20	p	11.23c	978	1040	18650001	19500000	gneg		850000
20	p	11.23b	1041	1102	19500001	20350000	gneg		850000
20	p	11.23a	1103	1164	20350001	21200000	gneg		850000
20	p	11.22	1164	1275	21200000	22300000	gpos		1100001
20	p	11.22b	1164	1220	21200000	21750000	gpos		550001
20	p	11.22a	1221	1275	21750001	22300000	gpos		550000
20	p	11.21	1275	1441	22300000	25700000	gneg		3400001
20	p	11.21c	1275	1330	22300000	23433333	gneg		1133334
20	p	11.21b	1331	1386	23433334	24566667	gneg		1133334
20	p	11.21a	1387	1441	24566668	25700000	gneg		1133333
20	p	11.1	1441	1608	25700000	27100000	acen		1400001
20	p	11.1c	1441	1497	25700000	26166667	acen		466668
20	p	11.1b	1498	1552	26166668	26633333	acen		466666
20	p	11.1a	1553	1608	26633334	27100000	acen		466667
20	cen		1608	1608	27100000	27100000			1
20	p	10	1608	1608	27100000	27100000			1
20	q		1608	3770	27100000	62435964			35335965
